leaf_size,density,check_value,time_elapsed,count_of_ranks,size_of_matrix,
8,50,0.0,581,1,32,
8,75,0.0,404,1,32,
8,100,0.0,401,1,32,
8,50,0.0,256,1,32,
8,75,0.0,341,1,32,
8,100,0.0,301,1,32,
8,50,0.0,316,1,32,
8,75,0.0,317,1,32,
8,100,0.0,311,1,32,
