leaf_size,density,check_value,time_elapsed,count_of_ranks,size_of_matrix,
8,50,0.0,53,2,32,
8,75,0.0,48,2,32,
8,100,0.0,43,2,32,
8,50,0.0,38,2,32,
8,75,0.0,41,2,32,
8,100,0.0,39,2,32,
8,50,0.0,41,2,32,
8,75,0.0,42,2,32,
8,100,0.0,43,2,32,
